name,type,ownership,authority,status,longitude,latitude,F15Regions,DName2016,CName2016,SName2016,scode,costituenc,d,c,s,p,pc2016,mpopn,fpopn,SexRatio,tpopn,hf_id
Chawolo HC II,HC II,Government,MOH,Functional,34.05657,0.71453,BUKEDI,TORORO,WEST BUDAMA,MULANDA,212305,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),MULANDA,MWELLO,21230503,5927,6174.0,96.0,12101.0,HF1723
Lwala HC II,HC II,Government,MOH,Functional,34.037279,0.658065,BUKEDI,TORORO,WEST BUDAMA,MULANDA,212305,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),MULANDA,LWALA,21230501,6451,6819.0,94.6,13270.0,HF1724
Mwello HC II,HC II,Government,MOH,Functional,33.90435,0.723079,BUKEDI,TORORO,WEST BUDAMA,NABUYOGA,212306,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),NABUYOGA,PAWANGA,21230604,3385,3552.0,95.3,6937.0,HF1725
Mulanda HC IV,HC IV,Government,MOH,Functional,33.95195,0.65516,BUKEDI,TORORO,WEST BUDAMA,MULANDA,212305,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),MULANDA,MULANDA,21230502,6485,6942.0,93.4,13427.0,HF1726
Ligingi HC II,HC II,Government,MOH,Functional,33.940449,0.674503,BUKEDI,TORORO,WEST BUDAMA,NABUYOGA,212306,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),NABUYOGA,NAMWANGA,21230602,3633,3922.0,92.6,7555.0,HF1727
Nyamalogo HC II,HC II,Government,MOH,Functional,34.08731,0.71307,BUKEDI,TORORO,WEST BUDAMA,KISOKO,212303,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),KISOKO,GWARAGWARA,21230301,2734,2794.0,97.9,5528.0,HF1728
Kiyeyi HC III,HC III,Government,MOH,Functional,33.940449,0.674503,BUKEDI,TORORO,WEST BUDAMA,NABUYOGA,212306,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),NABUYOGA,NAMWANGA,21230602,3633,3922.0,92.6,7555.0,HF1729
Katajula HC II,HC II,Government,MOH,Functional,33.98135,0.77577,BUKEDI,TORORO,WEST BUDAMA,NAGONGERA,212307,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),NAGONGERA,KAJAJULA,21230701,4546,4818.0,94.4,9364.0,HF1730
Were HC II,HC II,Government,MOH,Functional,33.93119,0.75935,BUKEDI,TORORO,WEST BUDAMA,KIREWA,212302,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),KIREWA,SONI,21230205,2934,3217.0,91.2,6151.0,HF1731
Pokongo HC II,HC II,Government,MOH,Functional,34.0788,0.75469,BUKEDI,TORORO,WEST BUDAMA,NAGONGERA,212307,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),NAGONGERA,MAUNDO,21230702,4185,4381.0,95.5,8566.0,HF1732
Nayofah HC II,HC II,Private For Profit,,Functional,34.05721,0.74348,BUKEDI,TORORO,WEST BUDAMA,NAGONGERA,212307,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),NAGONGERA,NAMWAYA,21230703,3709,3883.0,95.5,7592.0,HF1733
Nagongera HC IV,HC IV,Government,MOH,Functional,34.024967,0.772335,BUKEDI,TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,212308,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),NAGONGERA TOWN COUNCIL,EASTERN,21230802,1179,1248.0,94.5,2427.0,HF1734
Kayoro HC II,HC II,Government,MOH,Functional,34.235611,0.704313,BUKEDI,TORORO,TORORO,OSUKURU,212107,TORORO SOUTH COUNTY,TORORO,TORORO,OSUKURU,MORUKATIPE,21210702,3754,3404.0,110.3,7158.0,HF1735
Nyalakot HC II,HC II,Government,MOH,Functional,34.14412,0.66114,BUKEDI,TORORO,TORORO,OSUKURU,212107,TORORO SOUTH COUNTY,TORORO,TORORO,OSUKURU,OSUKURU,21210704,8726,8956.0,97.4,17682.0,HF1736
Opedede HC II,HC II,Government,MOH,Functional,34.17108,0.65011,BUKEDI,TORORO,TORORO,OSUKURU,212107,TORORO SOUTH COUNTY,TORORO,TORORO,OSUKURU,OSUKURU,21210704,8726,8956.0,97.4,17682.0,HF1737
Morukatipe HC II,HC II,,Prisons,Functional,34.235611,0.704313,BUKEDI,TORORO,TORORO,OSUKURU,212107,TORORO SOUTH COUNTY,TORORO,TORORO,OSUKURU,MORUKATIPE,21210702,3754,3404.0,110.3,7158.0,HF1738
Tororo Prisons HC II,HC II,,Prisons,Functional,34.22065,0.654,BUKEDI,TORORO,TORORO,OSUKURU,212107,TORORO SOUTH COUNTY,TORORO,TORORO,OSUKURU,NYALAKOT,21210703,5008,5344.0,93.7,10352.0,HF1739
Osukuru HC III,HC III,Government,MOH,Functional,34.14714,0.66722,BUKEDI,TORORO,TORORO,OSUKURU,212107,TORORO SOUTH COUNTY,TORORO,TORORO,OSUKURU,OSUKURU,21210704,8726,8956.0,97.4,17682.0,HF1740
True Vine HC III,HC III,Private For Profit,,Functional,34.20103,0.68045,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,AMAGORO A,21220101,2840,3084.0,92.1,5924.0,HF1741
Nawire HC II,HC II,Government,MOH,Functional,34.03733,0.83492,BUKEDI,TORORO,WEST BUDAMA,PAYA,212309,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),PAYA,NAWIRE,21230902,3917,4033.0,97.1,7950.0,HF1742
Pusere HC II,HC II,Government,MOH,Functional,33.97506,0.83151,BUKEDI,TORORO,WEST BUDAMA,PAYA,212309,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),PAYA,SERE,21230904,3417,3605.0,94.8,7022.0,HF1743
Paya HC III,HC III,Government,MOH,Functional,33.987083,0.831699,BUKEDI,TORORO,WEST BUDAMA,PAYA,212309,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),PAYA,PAYA,21230903,3966,3947.0,100.5,7913.0,HF1744
Mbula HC II,HC II,Government,MOH,Functional,34.10257,0.80713,BUKEDI,TORORO,WEST BUDAMA,PETTA,212310,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),PETTA,MBULA,21231001,2507,2701.0,92.8,5208.0,HF1745
Petta HC III,HC III,Government,MOH,Functional,34.10747,0.78054,BUKEDI,TORORO,WEST BUDAMA,PETTA,212310,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),PETTA,RAMOGI,21231004,1823,1906.0,95.6,3729.0,HF1746
Rubongi Military HOSPITAL,General Hospital,Government,Army,Functional,34.037279,0.65806,BUKEDI,TORORO,WEST BUDAMA,MULANDA,212305,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),MULANDA,LWALA,21230501,6451,6819.0,94.6,13270.0,HF1747
Mudodo HC II,HC II,Government,MOH,Functional,34.163714,0.73654,BUKEDI,TORORO,WEST BUDAMA,RUBONGI,212311,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),RUBONGI,NYANGOLE,21231103,4390,4547.0,96.5,8937.0,HF1748
Panyangasi/Kidera HC III,HC III,Government,MOH,Functional,34.163714,0.73654,BUKEDI,TORORO,WEST BUDAMA,RUBONGI,212311,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),RUBONGI,NYANGOLE,21231103,4390,4547.0,96.5,8937.0,HF1749
Sop-Sop HC II,HC II,Government,MOH,Functional,34.06083,0.82145,BUKEDI,TORORO,WEST BUDAMA,SOP-SOP,212312,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),SOP-SOP,NABOWA,21231201,1149,1235.0,93.0,2384.0,HF1750
Benedictine Eye HOSPITAL,General Hospital,Government,MOH,Functional,34.19622,0.70331,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,NYANGOLE,21220104,1286,1364.0,94.3,2650.0,HF1751
Tororo General HOSPITAL,General Hospital,Government,MOH,Functional,34.187079,0.697967,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,KASOLI,21220103,2187,2630.0,83.2,4817.0,HF1752
Benedictine EYE,General Hospital,Private Not For Profit,UCMB,Functional,34.20036,0.69698,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,KASOLI,21220103,2187,2630.0,83.2,4817.0,HF1753
St. Anthony'S Tororo HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,34.179151,0.686363,BUKEDI,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,212202,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,AGURURU B,21220202,2107,2266.0,93.0,4373.0,HF1754
Kasoli HC II,HC II,Government,MOH,Functional,34.187079,0.697967,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,KASOLI,21220103,2187,2630.0,83.2,4817.0,HF1755
Serena HC II,HC II,Government,MOH,Functional,34.18902,0.66199,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,AMAGORO B,21220102,2735,2948.0,92.8,5683.0,HF1756
Tororo Police HC II,HC II,,Police,Functional,34.19065,0.69148,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,KASOLI,21220103,2187,2630.0,83.2,4817.0,HF1757
Mudakor HC III,HC III,Government,MOH,Functional,34.1789,0.68361,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,AMAGORO B,21220102,2735,2948.0,92.8,5683.0,HF1758
TASO Tororo  CLINIC,Clinic,NGO,CSO,Functional,34.18607,0.69611,BUKEDI,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,212202,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,CENTRAL,21220204,2362,2568.0,92.0,4930.0,HF1759
Divine Mercy HOSPITAL,General Hospital,Private For Profit,,Functional,34.17884,0.69186,BUKEDI,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,212202,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,CENTRAL,21220204,2362,2568.0,92.0,4930.0,HF1760
St. Francis HC II,HC II,Private For Profit,Local Government,Functional,34.180564,0.695526,BUKEDI,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,212202,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,CENTRAL,21220204,2362,2568.0,92.0,4930.0,HF1761
Kyamwinula HC II,HC II,Government,MOH,Functional,34.1777,0.67943,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,AMAGORO B,21220102,2735,2948.0,92.8,5683.0,HF1762
Reproductive Health Uganda,HC II,NGO,,Functional,33.48149892,0.617605334,BUSOGA,IGANGA,IGANGA MUNICIPALITY,NORTHERN DIVISION,203202,IGANGA MUNICIPALITY,IGANGA,IGANGA MUNICIPALITY,NORTHERN,NKONO,20320205,1967,2461.0,79.9,4428.0,HF1763
Bison HC III,HC III,Government,MOH,Functional,34.1778,0.70426,BUKEDI,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,212202,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,BISON MAGURIA,21220203,3379,3808.0,88.7,7187.0,HF1764
Immaculate Nursing Home HC III,HC III,NGO,,Functional,34.1778,0.70426,BUKEDI,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,212202,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,BISON MAGURIA,21220203,3379,3808.0,88.7,7187.0,HF1765
Atunga HC II,HC II,Government,MOH,Functional,33.67523,2.74881,KARAMOJA,ABIM,LABWOR,ABIM,314101,LABWOR COUNTY,ABIM,LABWOR,ABIM,ATUNGA,31410103,2797,2951.0,94.8,5748.0,HF1766
Amita Prison HC II,HC II,Government,Prisons,Functional,33.93942526,2.529867588,KARAMOJA,ABIM,LABWOR,NYAKWAE,314106,LABWOR COUNTY,ABIM,LABWOR,NYAKWAE,ROGOM,31410605,1538,1671.0,92.0,3209.0,HF1767
Kanu HC II,HC II,Private Not For Profit,,Functional,33.60759,2.70907,KARAMOJA,ABIM,LABWOR,ABIM,314101,LABWOR COUNTY,ABIM,LABWOR,ABIM,KANU,31410104,1504,1569.0,95.9,3073.0,HF1768
Abim HOSPITAL,General Hospital,Government,MOH,Functional,33.66236,2.67686,KARAMOJA,ABIM,LABWOR,ABIM TOWN COUNCIL,314102,LABWOR COUNTY,ABIM,LABWOR,ABIM TOWN COUNCIL,KALAKALA,31410201,1056,1097.0,96.3,2153.0,HF1769
Kiru HC II,HC II,Government,MOH,Functional,33.66268,2.64176,KARAMOJA,ABIM,LABWOR,ABIM TOWN COUNCIL,314102,LABWOR COUNTY,ABIM,LABWOR,ABIM TOWN COUNCIL,KIRU,31410202,1283,1358.0,94.5,2641.0,HF1770
Koya HC II,HC II,Government,MOH,Functional,33.7912,2.71266,KARAMOJA,ABIM,LABWOR,ALEREK,314103,LABWOR COUNTY,ABIM,LABWOR,ALEREK,KOYA,31410301,2196,2354.0,93.3,4550.0,HF1771
Wilela HC II,HC II,Government,MOH,Functional,33.71282,2.65511,KARAMOJA,ABIM,LABWOR,ALEREK,314103,LABWOR COUNTY,ABIM,LABWOR,ALEREK,WILELA,31410305,1699,1964.0,86.5,3663.0,HF1772
Alerek HC III,HC III,Government,MOH,Functional,33.73088,2.95626,KARAMOJA,ABIM,LABWOR,ALEREK,314103,LABWOR COUNTY,ABIM,LABWOR,ALEREK,KULODWONG,31410302,1682,1725.0,97.5,3407.0,HF1773
Awach HC II,HC II,Government,MOH,Functional,33.56772,2.62952,KARAMOJA,ABIM,LABWOR,LOTUKEI,314104,LABWOR COUNTY,ABIM,LABWOR,LOTUKEI,AWACH,31410403,1065,1150.0,92.6,2215.0,HF1774
Gangming HC II,HC II,Government,MOH,Functional,33.59051,2.55633,KARAMOJA,ABIM,LABWOR,LOTUKEI,314104,LABWOR COUNTY,ABIM,LABWOR,LOTUKEI,GANGMING,31410405,2130,2273.0,93.7,4403.0,HF1775
Orwamuge HC III,HC III,Government,MOH,Functional,33.627871,2.522805,KARAMOJA,ABIM,LABWOR,LOTUKEI,314104,LABWOR COUNTY,ABIM,LABWOR,LOTUKEI,ORWAMUGE,31410408,1420,1594.0,89.1,3014.0,HF1776
Abim Obolokome HC II,HC II,Government,MOH,Functional,33.79094,2.58851,KARAMOJA,ABIM,LABWOR,MORULEM,314105,LABWOR COUNTY,ABIM,LABWOR,MORULEM,ANGOLEBWAL,31410503,1986,2184.0,90.9,4170.0,HF1777
Adea HC II,HC II,Government,MOH,Functional,33.66472,2.51721,KARAMOJA,ABIM,LABWOR,MORULEM,314105,LABWOR COUNTY,ABIM,LABWOR,MORULEM,ADEA,31410501,2692,2455.0,109.7,5147.0,HF1778
Katabok HC II,HC II,Government,MOH,Functional,33.72171,2.59801,KARAMOJA,ABIM,LABWOR,MORULEM,314105,LABWOR COUNTY,ABIM,LABWOR,MORULEM,KATABOK WEST,31410506,1519,1833.0,82.9,3352.0,HF1779
Morulem HC III,HC III,Private Not For Profit,UCMB,Functional,33.700791,2.59313,KARAMOJA,ABIM,LABWOR,ABIM TOWN COUNCIL,314102,LABWOR COUNTY,ABIM,LABWOR,ABIM TOWN COUNCIL,OYARO,31410203,1828,1899.0,96.3,3727.0,HF1780
Opopongo HC II,HC II,Government,MOH,Functional,33.87385,2.61135,KARAMOJA,ABIM,LABWOR,NYAKWAE,314106,LABWOR COUNTY,ABIM,LABWOR,NYAKWAE,OPOPONGO,31410602,2076,2214.0,93.8,4290.0,HF1781
Oreta HC II,HC II,Government,MOH,Functional,33.91039,2.4922,KARAMOJA,ABIM,LABWOR,NYAKWAE,314106,LABWOR COUNTY,ABIM,LABWOR,NYAKWAE,ORETA,31410603,1203,1408.0,85.4,2611.0,HF1782
Pupukamuya HC II,HC II,Government,MOH,Functional,33.87726,2.50772,KARAMOJA,ABIM,LABWOR,NYAKWAE,314106,LABWOR COUNTY,ABIM,LABWOR,NYAKWAE,PUPU-KAMUYA,31410604,1064,1060.0,100.4,2124.0,HF1783
Nyakwae HC III,HC III,Government,MOH,Functional,33.945495,2.52819,KARAMOJA,ABIM,LABWOR,NYAKWAE,314106,LABWOR COUNTY,ABIM,LABWOR,NYAKWAE,ROGOM,31410605,1538,1671.0,92.0,3209.0,HF1784
Adjumani   HOSPITAL,General Hospital,Government,MOH,Functional,31.791966,3.377464,WEST NILE,ADJUMANI,EAST MOYO,ADJUMANI TOWN COUNCIL,301101,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,ADJUMANI TOWN COUNCIL,CENTRAL,30110102,5758,6225.0,92.5,11983.0,HF1785
Adjumani Mission HC III,HC III,Private Not For Profit,UCMB,Functional,31.782109,3.378619,WEST NILE,ADJUMANI,EAST MOYO,ADJUMANI TOWN COUNCIL,301101,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,ADJUMANI TOWN COUNCIL,CESIA,30110103,5943,6523.0,91.1,12466.0,HF1786
Obilokongo HC II,HC II,Government,MOH,Functional,31.729844,3.273496,WEST NILE,ADJUMANI,EAST MOYO,ADROPI,301102,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,ADROPI,ESIA,30110201,1370,1470.0,93.2,2840.0,HF1787
Openzinzi HC III,HC III,Government,MOH,Functional,31.80622,3.33542,WEST NILE,ADJUMANI,EAST MOYO,PAKELE,301110,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,PAKELLE,PERECI,30111009,2025,2200.0,92.0,4225.0,HF1788
Elegu HC II,HC II,,Local Government,Functional,32.00959,3.51348,WEST NILE,ADJUMANI,EAST MOYO,ARINYAPI,301103,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,ARINYAPI,ELEGU,30110302,1209,1269.0,95.3,2478.0,HF1789
Ogolo HC II,HC II,Government,MOH,Functional,31.98482,3.55195,WEST NILE,ADJUMANI,EAST MOYO,ARINYAPI,301103,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,ARINYAPI,LIRI,30110304,1496,1629.0,91.8,3125.0,HF1790
Arinyapi HC II,HC III,Government,MOH,Functional,32.00804,3.47113,WEST NILE,ADJUMANI,EAST MOYO,ARINYAPI,301103,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,ARINYAPI,ITUJU,30110303,1390,1391.0,99.9,2781.0,HF1791
Magburu HC II,HC II,Government,MOH,Functional,31.67626,3.3722,WEST NILE,ADJUMANI,EAST MOYO,CIFORO,301104,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,CIFORO,OKAGALI,30110404,1906,1930.0,98.8,3836.0,HF1792
Opejo HC II,HC II,Government,MOH,Functional,31.68416,3.43159,WEST NILE,ADJUMANI,EAST MOYO,CIFORO,301104,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,CIFORO,OPEJO,30110405,1289,1339.0,96.3,2628.0,HF1793
Agojo HC II,HC II,Private Not For Profit,,Functional,31.72344,3.42434,WEST NILE,ADJUMANI,EAST MOYO,CIFORO,301104,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,CIFORO,AGOJO,30110401,964,1043.0,92.4,2007.0,HF1794
Ciforo HC III,HC III,Government,MOH,Functional,31.7112,3.35613,WEST NILE,ADJUMANI,EAST MOYO,CIFORO,301104,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,CIFORO,LOA,30110402,1824,1829.0,99.7,3653.0,HF1795
Nyumanzi HC II,HC II,Private Not For Profit,Local Government,Functional,31.94523,3.456357,WEST NILE,ADJUMANI,EAST MOYO,DZAIPI,301105,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,DZAIPI,AJUGOPI,30110502,11580,13459.0,86.0,25039.0,HF1796
Adjugopi HC II,HC II,Government,MOH,Functional,31.91107,3.44563,WEST NILE,ADJUMANI,EAST MOYO,DZAIPI,301105,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,DZAIPI,AJUGOPI,30110502,11580,13459.0,86.0,25039.0,HF1797
Elema HC II,HC II,Private Not For Profit,,Functional,31.90047,3.47763,WEST NILE,ADJUMANI,EAST MOYO,DZAIPI,301105,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,DZAIPI,MINIKI,30110505,3590,4101.0,87.5,7691.0,HF1798
Nyumanzi A HC II (Closed),HC II,NGO,,Functional,31.94586,3.45355,WEST NILE,ADJUMANI,EAST MOYO,DZAIPI,301105,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,DZAIPI,AJUGOPI,30110502,11580,13459.0,86.0,25039.0,HF1799
Dzaipi HC III,HC III,Government,MOH,Functional,31.9552,3.39322,WEST NILE,ADJUMANI,EAST MOYO,DZAIPI,301105,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,DZAIPI,MGBERE,30110504,1836,2017.0,91.0,3853.0,HF1800
Ibibiaworo HC II (Closed),HC II,,,Functional,31.915002,3.417736,WEST NILE,ADJUMANI,EAST MOYO,DZAIPI,301105,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,DZAIPI,AJUGOPI,30110502,11580,13459.0,86.0,25039.0,HF1801
Ajeri HC II,HC II,,Local Government,,31.75971,3.17313,WEST NILE,ADJUMANI,EAST MOYO,ITIRIKWA,301106,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,ITIRIKWA,ITIRIKWA,30110602,665,654.0,101.7,1319.0,HF1802
Aliwara HC II,HC II,Government,MOH,Functional,31.82297,3.15799,WEST NILE,ADJUMANI,EAST MOYO,ITIRIKWA,301106,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,ITIRIKWA,MUNGULA,30110604,3973,4427.0,89.7,8400.0,HF1803
Zoka HC II,HC III,Private Not For Profit,Local Government,Functional,31.854467,3.35945,WEST NILE,ADJUMANI,EAST MOYO,PAKELE,301110,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,PAKELLE,PAKELE TOWN BOARD,30111008,2775,2856.0,97.2,5631.0,HF1804
Mungula HC IV,HC IV,Government,MOH,Functional,31.793447,3.192876,WEST NILE,ADJUMANI,EAST MOYO,ITIRIKWA,301106,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,ITIRIKWA,MUNGULA,30110604,3973,4427.0,89.7,8400.0,HF1805
Kolididi HC II,HC II,Government,Local Government,Functional,31.754307,3.19736,WEST NILE,ADJUMANI,EAST MOYO,ADROPI,301102,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,ADROPI,KOLIDIDI,30110603,1070,1157.0,92.5,2227.0,HF1806
Kureku HC II,HC II,Government,MOH,Functional,31.808701,3.322555,WEST NILE,ADJUMANI,EAST MOYO,OFUA,301107,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,OFUA,TIANYU,30110706,869,904.0,96.1,1773.0,HF1807
Ofua HC III,HC III,Government,MOH,Functional,31.785253,3.25808,WEST NILE,ADJUMANI,EAST MOYO,OFUA,301107,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,OFUA,OFUA CENTRAL,30110703,1656,1918.0,86.3,3574.0,HF1808
Adjumani Keyo HC II NGO (Closed),HC II,NGO,Local Government,Functional,31.83868,3.45082,WEST NILE,ADJUMANI,EAST MOYO,PACARA,301109,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,PACARA,JIHWA,30110902,997,1076.0,92.7,2073.0,HF1809
Adjumani Arra HC II GOVT,HC II,Government,MOH,Functional,31.80194,3.52264,WEST NILE,ADJUMANI,EAST MOYO,PACARA,301109,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,PACARA,OMI,30110904,916,955.0,95.9,1871.0,HF1810
Pacara HC II,HC II,Government,MOH,Functional,31.79634,3.45216,WEST NILE,ADJUMANI,EAST MOYO,PACARA,301109,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,PACARA,JIHWA,30110902,997,1076.0,92.7,2073.0,HF1811
Uderu HC II,HC II,Government,MOH,Functional,31.80375,3.41156,WEST NILE,ADJUMANI,EAST MOYO,PACARA,301109,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,PACARA,UNNA,30110905,1180,1281.0,92.1,2461.0,HF1812
Alere HC III,HC III,Government,MOH,Functional,31.757133,3.462641,WEST NILE,ADJUMANI,EAST MOYO,PACARA,301109,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,PACARA,ALERE,30110901,3074,3160.0,97.3,6234.0,HF1813
Robidire HC III,HC III,Private For Profit,UCMB,Functional,31.74598,3.44033,WEST NILE,ADJUMANI,EAST MOYO,PACARA,301109,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,PACARA,ALERE,30110901,3074,3160.0,97.3,6234.0,HF1814
Bira HC II NGO,HC II,Government,MOH,Functional,31.87196,3.31557,WEST NILE,ADJUMANI,EAST MOYO,PAKELE,301110,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,PAKELLE,BOROLI,30111001,2430,2759.0,88.1,5189.0,HF1815
Lewa HC II,HC II,Government,MOH,Functional,31.90513,3.29406,WEST NILE,ADJUMANI,EAST MOYO,PAKELE,301110,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,PAKELLE,MELIJO,30111006,2191,2135.0,102.6,4326.0,HF1816
Olia HC II,HC II,Government,MOH,Functional,31.90636,3.36454,WEST NILE,ADJUMANI,EAST MOYO,PAKELE,301110,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,PAKELLE,MELIADERI,30111005,990,950.0,104.2,1940.0,HF1817
Pakele HC III,HC III,Government,MOH,Functional,31.85509,3.35692,WEST NILE,ADJUMANI,EAST MOYO,PAKELE,301110,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,PAKELLE,PAKELE TOWN BOARD,30111008,2775,2856.0,97.2,5631.0,HF1818
Maryland Kocoa HC III,HC III,Private Not For Profit,UCMB,Functional,31.81995,3.36518,WEST NILE,ADJUMANI,EAST MOYO,PAKELE,301110,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,PAKELLE,PERECI,30111009,2025,2200.0,92.0,4225.0,HF1819
Esia HC II,HC II,Government,Local Government,Functional,31.72626,3.41269,WEST NILE,ADJUMANI,EAST MOYO,CIFORO,301104,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,CIFORO,AGOJO,30110401,964,1043.0,92.4,2007.0,HF1820
